feedback,clean_feedback,sentiment,confidence_score
"Oh please: I guess you have to be a romance novel lover for this one, and not a very discerning one. All others beware! It is absolute drivel. I figured I was in trouble when a typo is prominently featured on the back cover, but the first page of the book removed all doubt. Wait - maybe I'm missing the point. A quick re-read of the beginning now makes it clear. This has to be an intentional churning of over-heated prose for satiric purposes. Phew, so glad I didn't waste $10.95 after all.",oh please i guess you have romance novel lover one not very discerning one others beware absolute drivel i figured i trouble when typo prominently featured back cover first page book removed doubt wait maybe im missing point quick reread beginning now makes clear has intentional churning overheated prose satiric purposes phew glad i didnt waste after,positive,0.05694444444444444
"Awful beyond belief!: I feel I have to write to keep others from wasting their money. This book seems to have been written by a 7th grader with poor grammatical skills for her age! As another reviewer points out, there is a misspelling on the cover, and I believe there is at least one per chapter. For example, it was mentioned twice that she had a ""lean"" on her house. I was so distracted by the poor writing and weak plot, that I decided to read with a pencil in hand to mark all of the horrible grammar and spelling. Please don't waste your money. I too, believe that the good reviews must have been written by the author's relatives. I will not put much faith in the reviews from now on!",awful beyond belief i feel i have write keep others wasting their money book seems have been written th grader poor grammatical skills her age another reviewer points out misspelling cover i believe least one per chapter example mentioned twice she had lean her house i distracted poor writing weak plot i decided read pencil hand mark horrible grammar spelling please dont waste your money i too believe good reviews must have been written authors relatives i will not put much faith reviews now,negative,-0.30833333333333335
"Don't try to fool us with fake reviews.: It's glaringly obvious that all of the glowing reviews have been written by the same person, perhaps the author herself. They all have the same misspellings and poor sentence structure that is featured in the book. Who made Veronica Haddon think she is an author?",dont try fool us fake reviews its glaringly obvious glowing reviews have been written same person perhaps author herself they have same misspellings poor sentence structure featured book who made veronica haddon think she author,negative,-0.18
"A romantic zen baseball comedy: When you hear folks say that they don't make 'em like that anymore, they might be talking about ""BY THE SEA"". This is a very cool story about a young Cuban girl searching for idenity who stumbles into a coastal resort kitchen gig with a zen motorcycle maintenance man, three hysterical Italian chefs and a Latino fireballing right handed pitcher who plays on the team sponsored by the resort's owner. As is often the case she 'finds' herself through honest, often comical but always emotional, interaction with this sizzling roster of players. With the perfect mix of special effects, that salsa sound and flashbacks, BY THE SEA, gets 4 BIG stars from me!",romantic zen baseball comedy when you hear folks say they dont make em like anymore they might talking sea very cool story young cuban girl searching idenity who stumbles into coastal resort kitchen gig zen motorcycle maintenance man three hysterical italian chefs latino fireballing right handed pitcher who plays team sponsored resorts owner often case she finds herself through honest often comical always emotional interaction sizzling roster players perfect mix special effects salsa sound flashbacks sea gets big stars me,positive,0.2075274725274725
"Fashionable Compression Stockings!: After I had a DVT my doctor required me to wear compression stockings. I wore ugly white TED hose and yucky thick brown stockings. Then I found Jobst UltraSheer. They gave me the compression I needed (15-20,) but looked like regular pantyhose. Even though my blood clot has been gone for 4 years, I still buy these to wear as support stockings because they make my legs feel so nice.**Note, I have problems with the rubberized tops rolling down my thigh. I tried the Jobst adhesive, but I hated having my skin pulled all day. I bought an inexpensive garter belt and it works fine and helps keep the stockings from rolling.",fashionable compression stockings after i had dvt my doctor required me wear compression stockings i wore ugly white ted hose yucky thick brown stockings i found jobst ultrasheer they gave me compression i needed looked like regular pantyhose even though my blood clot has been gone years i still buy these wear support stockings because they make my legs feel nicenote i have problems rubberized tops rolling down my thigh i tried jobst adhesive i hated having my skin pulled day i bought inexpensive garter belt works fine helps keep stockings rolling,negative,-0.2341269841269841
"Jobst UltraSheer Thigh High: Excellent product. However, they are very difficult to get on for older people. I feel like I've had a full day workout after getting them on. Also, as the day wears on, they begin to roll down from the top and create a very deep ridge in the skin. I have to wear them, so if those two difficulties could be addressed it would be such a help.",jobst ultrasheer thigh high excellent product however they very difficult get older people i feel like ive had full day workout after getting them also day wears they begin roll down top create very deep ridge skin i have wear them those two difficulties could addressed would such help,positive,0.15234567901234566
sizes recomended in the size chart are not real: sizes are much smaller than what is recomended in the chart. I tried to put it and sheer it!. I guess you should not buy this item in the internet..it is better to go to the store and check it,sizes recomended size chart not real sizes much smaller than what recomended chart i tried put sheer i guess you should not buy item internetit better go store check,positive,0.1
"mens ultrasheer: This model may be ok for sedentary types, but I'm active and get around alot in my job - consistently found these stockings rolled up down by my ankles! Not Good!! Solution: go with the standard compression stocking, 20-30, stock #114622. Excellent support, stays up and gives me what I need. Both pair of these also tore as I struggled to pull them up all the time. Good riddance/bad investment!",mens ultrasheer model may ok sedentary types im active get around alot my job consistently found these stockings rolled up down my ankles not good solution go standard compression stocking stock excellent support stays up gives me what i need both pair these also tore i struggled pull them up time good riddancebad investment,positive,0.2263888888888889
"Delicious cookie mix: I thought it was funny that I bought this product without knowing it was a mix. I read the header very quickly and just thought it was packaged cookies. But no, it is cookie MIX and I guess I should have noticed that since it is right in the title.This is the first time I have ever tried baking with a cookie mix. If you are used to the convenience of the cookie dough that you buy wrapped up in plastic logs then you might be in for a bit of a surprise. Mixing up the dough can get VERY messy (it is extremely sticky). However, with a cookie mix like this you have a lot of flexibility in the ratio of ingredients (I like to add some extra butter to make the baked cookies more chewy). Also, this mix has really large chocolate chips in it--I love that.I removed a star for the addition of 'natural flavors' in the mix.",delicious cookie mix i thought funny i bought product without knowing mix i read header very quickly just thought packaged cookies no cookie mix i guess i should have noticed since right titlethis first time i have ever tried baking cookie mix you used convenience cookie dough you buy wrapped up plastic logs you might bit surprise mixing up dough can get very messy extremely sticky however cookie mix like you have lot flexibility ratio ingredients i like add some extra butter make baked cookies chewy also mix has really large chocolate chips iti love thati removed star addition natural flavors mix,positive,0.24075757575757575
"Another Abysmal Digital Copy: Rather than scratches and insect droppings, this one has random pixelations combined with muddy light and vague image resolution. Probably the cue should have been the packaging is straight out of your street corner bootleg dealer.If you've ever seen a reasonably good condition film copy, you know the defining visuals of his film are the crystal clear lighting contrasts in black and white. The surrounding countryside and 'old home' scenes are set with early morning ground mists or the haze of memory while the events on the bridge and in the water are bright, clear, and immediate.Here everything is dull, dark, and clouded. Or, if you remember the timbre and enunciation of Captain's commands, so are the visuals.After that, it is hard to believe this award winning, critically acclaimed film's best presentation is on YOUTUBE. Somewhere ""out there"" is a DVD that comes up to the standard of a 16mm public library reel.Just none of them appear to be on Amazon.",another abysmal digital copy rather than scratches insect droppings one has random pixelations combined muddy light vague image resolution probably cue should have been packaging straight out your street corner bootleg dealerif youve ever seen reasonably good condition film copy you know defining visuals his film crystal clear lighting contrasts black white surrounding countryside old home scenes set early morning ground mists haze memory while events bridge water bright clear immediatehere everything dull dark clouded you remember timbre enunciation captains commands visualsafter hard believe award winning critically acclaimed films best presentation youtube somewhere out dvd comes up standard mm public library reeljust none them appear amazon,positive,0.07272727272727274
"A fascinating insight into the life of modern Japanese teens: I thoroughly enjoyed Rising Sons and Daughters. I don't know of any other book that looks at Japanese society from the point of view of its young people poised as they are between their parents' age-old Japanese culture of restraint and obedience to the will of the community, and their peers' adulation of Western culture. True to form, the ""New Young"" of Japan seem to be creating an ""international"" blend, as the Ando family demonstrates in this beautifully written book of vignettes of the private lives of members of this family. Steven Wardell is clearly a talented young author, adopted for some of his schooling into this family of four teens, and thus able to view family life in Japan from the inside out. A great read!",fascinating insight into life modern japanese teens i thoroughly enjoyed rising sons daughters i dont know other book looks japanese society point view its young people poised they between their parents ageold japanese culture restraint obedience will community their peers adulation western culture true form new young japan seem creating international blend ando family demonstrates beautifully written book vignettes private lives members family steven wardell clearly talented young author adopted some his schooling into family four teens thus able view family life japan inside out great read,positive,0.25849282296650716
"i liked this album more then i thought i would: I heard a song or two and thought same o same o,but when i listened to songs like ""blue angel"",""lanna"" and 'mama"" the hair just rose off my neck.Roy is trully an amazing singer with a talent you don't find much now days.",i liked album i thought i would i heard song two thought same o same obut when i listened songs like blue angellanna mama hair just rose off my neckroy trully amazing singer talent you dont find much now days,positive,0.2857142857142857
"Problem with charging smaller AAAs: I have had the charger for more than two years. It charges AA batteries just fine, but has a huge problem securing smaller AAA batteries. To charge the smaller batteries you need to flip down the little button at the positive end. In the beginning one of the four AAA batteries would pop up, and now three out of the four won't hold. The problem is the flip mechanism became loose, and any horizontal pressure would push the buttons back up. What I have to do now is using duct tape and a segment of crayon, apply the crayon on the buttons, and wrap the tape around. You know how painful that is.",problem charging smaller aaas i have had charger than two years charges aa batteries just fine has huge problem securing smaller aaa batteries charge smaller batteries you need flip down little button positive end beginning one four aaa batteries would pop up now three out four wont hold problem flip mechanism became loose horizontal pressure would push buttons back up what i have do now using duct tape segment crayon apply crayon buttons wrap tape around you know how painful,negative,-0.006912658049021686
"Works, but not as advertised: I bought one of these chargers..the instructions say the lights stay on while the battery charges...true. The instructions doNT say the lights turn off when its done. Which is also true. 24 hours of charging and the lights stay on. I returned it thinking I had a bad unit.The new one did the same thing. I just kept it since it does charge...but the lights are useless since they seem to always stay on. It's a ""backup"" charger for when I manage to drain all my AAs but I wouldn't want this as my only charger.",works not advertised i bought one these chargersthe instructions say lights stay while battery chargestrue instructions dont say lights turn off when its done which also true hours charging lights stay i returned thinking i had bad unitthe new one did same thing i just kept since does chargebut lights useless since they seem always stay its backup charger when i manage drain my aas i wouldnt want my only charger,negative,-0.11893939393939391
"Disappointed: I read the reviews,made my purchase and was very disappointed. The charger is convenient by charging all four batteries at once but the charge only lasts a very short time. I now have to go and find batteries that will give me longer life than the kodak NiMH AA batteries.",disappointed i read reviewsmade my purchase very disappointed charger convenient charging four batteries once charge only lasts very short time i now have go find batteries will give me longer life than kodak nimh aa batteries,negative,-0.43125
"Oh dear: I was excited to find a book ostensibly about Muslim feminism, but this volume did not live up to the expectations.One essay, among other things, describes the veil as potentially liberating. It doesn't begin to explain how or why.Another, on Muslim women in Cape Town, claims that Muslim women there are separate but ""more than equal."" Gee whiz, what a disappointment.I had expected and hoped for at least one Muslim feminist condemnation of gender apartheid. But there is not a single one in the book.I'm surprised it didn't have an essay extolling the virtues of female genital mutilation.--Alyssa A. Lappen",oh dear i excited find book ostensibly muslim feminism volume did not live up expectationsone essay among other things describes veil potentially liberating doesnt begin explain how whyanother muslim women cape town claims muslim women separate than equal gee whiz what disappointmenti had expected hoped least one muslim feminist condemnation gender apartheid not single one bookim surprised didnt have essay extolling virtues female genital mutilationalyssa lappen,negative,-0.008246753246753244
"Based on the reviews here I bought one and I'm glad I did!: This VCR/DVD was an early Christmas present to myself after deciding to join the rest of the world in DVD-land but not wanting to let go of my VHS movies quite yet. Based on the reviews and price, and because I own a JVC TV, this was my choice. I agree with the easy set-up. It's a bit awkward to work the whole TV/VHS/DVD selection options but I think I've gotten the hang of it.Two comments: it's not intuitive and actually is pretty complicated (too many buttons on the remote but that might please others who are more technically-minded than me) so I've had to rely heavily on the how-to manual. And setting the VCR timer is awkward -- you can't enter the start and end time but have to scroll (unless I'm missing something)...but those are my only complaints. This is a good product for your $$$.",based reviews here i bought one im glad i did vcrdvd early christmas present myself after deciding join rest world dvdland not wanting let go my vhs movies quite yet based reviews price because i own jvc tv my choice i agree easy setup its bit awkward work whole tvvhsdvd selection options i think ive gotten hang ittwo comments its not intuitive actually pretty complicated too many buttons remote might please others who technicallyminded than me ive had rely heavily howto manual setting vcr timer awkward you cant enter start end time have scroll unless im missing somethingbut those my only complaints good product your,positive,0.06770833333333331
"Incorrect disc!: I am a big JVC fan, but I do not like this model, I was suspiscious when I saw several units in the return section of the store. I bought one anyway (new) and must say I am not happy. The unit sends out clicks to the receiver once in a while, the transition between scenes is not always smooth,(like a little pause) and while it is still fairly new I can't get any DVD,CD or even a DVD headcleaner to work. All I get is a ""incorrect disc"" message.",incorrect disc i am big jvc fan i do not like model i suspiscious when i saw several units return section store i bought one anyway new must say i am not happy unit sends out clicks receiver once while transition between scenes not always smoothlike little pause while still fairly new i cant get dvdcd even dvd headcleaner work i get incorrect disc message,negative,-0.05246212121212122
"happy with it...but: I'm a JVC nut...I have 3 JVC televisions, one VCR, one bookshelf audio system and car audio system. So when it came time to move the VCR player to the boys room and get another one for the old man I knew what make it was going to be. I decided on the combo player because I don't think VHS is going to be around much longer. I like my combo player except for 2 things:(1)no cable box compatability on the remote control (2)no seperate audio video inputs only input for coax cable from my cable box so all of the cable programming is in mono...wife can't tell the difference in the sound so if she's happy then I'll just live with it. VCR and DVD look and sound GREAT!!!!!!!",happy itbut im jvc nuti have jvc televisions one vcr one bookshelf audio system car audio system when came time move vcr player boys room get another one old man i knew what make going i decided combo player because i dont think vhs going around much longer i like my combo player except thingsno cable box compatability remote control no seperate audio video inputs only input coax cable my cable box cable programming monowife cant tell difference sound shes happy ill just live vcr dvd look sound great,positive,0.27603305785123966
"should be titled ""Hollywood Debacle"": The plot is so ridiculous, I have to wonder if they even read the script before making this film. The mountain lion breaks out of his trailer - and the cars behind don't notice? The mountain lion is captured - and put in a jail cell? Get real! Utterly, completely stupid.",should titled hollywood debacle plot ridiculous i have wonder they even read script before making film mountain lion breaks out his trailer cars behind dont notice mountain lion captured put jail cell get real utterly completely stupid,negative,-0.4083333333333333
"Is this great TV??? You bet it is: Hotel Babylon is not just good TV...it's great TV!!!! The show features some incredible acting from Tamzin Outhwaite (formerly of EastEnders, a BBC soap) and Max Beesley (from the ill-fated movie ""Glitter"" starring Mariah Carey). The show could make for a great drama series, but I felt that it is a mix of a drama, comedy, and soap opera all mixed into a great BBC show. The show aired on BBC America for a while but didn't get around to seeing it. I can now say that I got the DVD set and all the episodes are great. The season finale was an interesting to watch.The show reminds me of Hotel which aired on ABC from 1983 to 1988. The reason...Hotel was set at a fictional San Francisco hotel as Hotel Babylon was set at a luxury five-star hotel in England.I recommend this DVD to anyone who is willing to watch a great show from the BBC.",great tv you bet hotel babylon not just good tvits great tv show features some incredible acting tamzin outhwaite formerly eastenders bbc soap max beesley illfated movie glitter starring mariah carey show could make great drama series i felt mix drama comedy soap opera mixed into great bbc show show aired bbc america while didnt get around seeing i can now say i got dvd set episodes great season finale interesting watchthe show reminds me hotel which aired abc reasonhotel set fictional san francisco hotel hotel babylon set luxury fivestar hotel englandi recommend dvd anyone who willing watch great show bbc,positive,0.4593749999999999
"Nothing you don't already know: If you have even casually looked into applying to law school, have already read everything there is in this book, do not waste your money, seriously!!",nothing you dont already know you have even casually looked into applying law school have already read everything book do not waste your money seriously,negative,-0.24444444444444446
"Unfortunately it wasn't entertaining in the least bit.: When I first ordered the CD, I figured it was going to be a hip, cool daddy vibe CD. However much to my dismay it sounds like a fourth grade music class. The main jist of the CD is that there is a xylaphone playing over peoples voices trying to replicate happening party. I believe if I played this CD at a party anywhere in my neighborhood I would get laughed off the beach. Growing up a surfer in San Diego, I would not recommend this CD to any of my Southern California brothers. Honestly, when I played it I kinda of felt I was in a bad B movie. The absolutle epitimy of the CD is the last ""vibe"" Surf Cha Cha. Surfers don't CHA.",unfortunately wasnt entertaining least bit when i first ordered cd i figured going hip cool daddy vibe cd however much my dismay sounds like fourth grade music class main jist cd xylaphone playing over peoples voices trying replicate happening party i believe i played cd party anywhere my neighborhood i would get laughed off beach growing up surfer san diego i would not recommend cd my southern california brothers honestly when i played i kinda felt i bad b movie absolutle epitimy cd last vibe surf cha cha surfers dont cha,positive,0.09743589743589746
"Rochelle explains It All for You: Wondering what the hell has happened to the moral aspect of modern American culture ? This book is a lucid, well argued explanation of the simple fact that we have become so totally focused on our individual RIGHTS that we have completely ignored, and even mocked, our personal and public responsibilities. The final response and indictment of Robert Ringer's best seller, LOOKING OUT FOR #1. This is a great time for anyone who is disgusted with the boorish state of American media, politics and discourse in general, to clear their heads for the substantial challenges that lie before us not only as Americans, but as human beings. A great book",rochelle explains you wondering what hell has happened moral aspect modern american culture book lucid well argued explanation simple fact we have become totally focused our individual rights we have completely ignored even mocked our personal public responsibilities final response indictment robert ringers best seller looking out great time anyone who disgusted boorish state american media politics discourse general clear their heads substantial challenges lie before us not only americans human beings great book,positive,0.10789473684210528
"More great playing: Larry's work for the Muse label in the late 80s and early 90s found him exploring the rich catalog of jazz standards that he probably grew up playing. Surrounding himself with the best musicians around, Larry sounds relaxed, focused, and totally in control. Listen to Larry's take on ""My Funny Valentine"" and tell me it doesn't stand right up there with Chet Baker's or Miles'. A very fine album that you'll enjoy again and again.",great playing larrys work muse label late s early s found him exploring rich catalog jazz standards he probably grew up playing surrounding himself best musicians around larry sounds relaxed focused totally control listen larrys take my funny valentine tell me doesnt stand right up chet bakers miles very fine album youll enjoy again again,positive,0.34523809523809523
"Doesn't work on a Mac: It clearly says on line this will work on a Mac OS system. The disk comes and it does not, only Windows . Do Not order this if you have a Mac!!!!!!!",doesnt work mac clearly says line will work mac os system disk comes does not only windows do not order you have mac,positive,0.049999999999999996
"Very Frustrating: My three year old son was very excited to get this but after two attempts at playing it hasn't been touched since. You are not able to use the mouse through any of the games except for the ""power-up segments"" instead you are using the up-down arrows on the keyboard - too hard for him and not much fun. Very disapointed with this game and wish I could return it.",very frustrating my three year old son very excited get after two attempts playing hasnt been touched since you not able use mouse through games except powerup segments instead you using updown arrows keyboard too hard him not much fun very disapointed game wish i could return,negative,-0.10302083333333334
"Mind numbing: This game makes you do the same things over and over, it never holds my son's attention long enough to get to the next level. There is no choice of games you have to do every thing in order. We have another Rescue Heroes game and both my boys 3 and 6 love it, but this one is a dog!",mind numbing game makes you do same things over over never holds my sons attention long enough get next level no choice games you have do every thing order we have another rescue heroes game both my boys love one dog,negative,-0.05000000000000001
"Cannot recommend: As a former Alaskan, I didn't want to have to do this. But after repeatedly attempting Allman's recipes and having to throw out 8-10 cups of flour and miscellaneous ingredients nearly every time--and then comparing to Ed Wood's recipes which work flawlessly, and Lisa Rayner's very excellent Wild Bread: Hand-baked sourdough artisan breads in your own kitchen, I can't help but notice that their recipes work, where Allman's fail.I'm not a novice baker. The only thing that worked reliably was the pancakes recipe, but that can be found other places as well.If you are looking for reliable recipes and concise information about starting a sourdough and maintaining it, I recommend any of Ed Wood's books, even his very old ones. Lisa Rayner has written a fabulous tome in Wild Bread. But pass on this book.While some of the historical vignettes were interesting--not enough so to warrant the cost of the book. Check it out at your library if you must.",cannot recommend former alaskan i didnt want have do after repeatedly attempting allmans recipes having throw out cups flour miscellaneous ingredients nearly every timeand comparing ed woods recipes which work flawlessly lisa rayners very excellent wild bread handbaked sourdough artisan breads your own kitchen i cant help notice their recipes work where allmans failim not novice baker only thing worked reliably pancakes recipe can found other places wellif you looking reliable recipes concise information starting sourdough maintaining i recommend ed woods books even his very old ones lisa rayner has written fabulous tome wild bread pass bookwhile some historical vignettes were interestingnot enough warrant cost book check out your library you must,positive,0.227
Alaska sourdough: REad most of the book while visiting my brother in Alaska. Loved it. I am going to be making my sourdough starter soon. Book is full of great stories and recipes.,alaska sourdough read most book while visiting my brother alaska loved i am going making my sourdough starter soon book full great stories recipes,positive,0.5874999999999999
"Old and good: This book is worth to keep in your collection as it does not only advise what to do with sourdough but Ruth also told you what the picture of past 100 years ago in Alaska where no stand mixer nor any civilized stuffs in kitchen, just a pot of sourdough.",old good book worth keep your collection does not only advise what do sourdough ruth also told you what picture past years ago alaska where no stand mixer nor civilized stuffs kitchen just pot sourdough,positive,0.20833333333333334
"autumn: got this for my daughter in NC, she is now making prefect bread. Wish she lived closer to make me some",autumn got my daughter nc she now making prefect bread wish she lived closer make me some,neutral,0.0
"Fast mp3 download of music waxed decades ago: One of these 26 songs played as background music on a YouTube video of some kind of gymnastic or dance feat out of Russia. I hunted down the melody, read the English lyrics, then decided to see what else was in the album. Downloaded the full album for $15 via Amazon mp3 downloader, and now happily listen to the melodies (interspersed) on my iPod.",fast mp download music waxed decades ago one these songs played background music youtube video some kind gymnastic dance feat out russia i hunted down melody read english lyrics decided see what else album downloaded full album via amazon mp downloader now happily listen melodies interspersed my ipod,positive,0.2990740740740741
